,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
1117,,,,,,,,blurred_and_distorted_vision,,,,,,,,,headache,pain_behind_the_eyes,belly_pain,muscle_pain,fatigue,,,abdominal_pain,,phlegm,throat_irritation,rusty_sputum,,,,brittle_nails,abnormal_menstruation,fatigue,,,,,,,
1118,,,,,,,,obesity,,,,,,,,,loss_of_appetite,back_pain,chills,joint_pain,lethargy,,,yellowing_of_eyes,,chest_pain,redness_of_eyes,chills,,,,swollen_extremeties,fatigue,anxiety,,,,,,,
1119,,,,,,,,excessive_hunger,,,,,,,,,mild_fever,malaise,vomiting,vomiting,yellowish_skin,,,acute_liver_failure,,blood_in_sputum,sinus_pressure,fatigue,,,,depression,mood_swings,sweating,,,,,,,
1120,,,,,,,,increased_appetite,,,,,,,,,swelled_lymph_nodes,muscle_pain,fatigue,yellowish_skin,dark_urine,,,coma,,chills,runny_nose,cough,,,,irritability,weight_loss,headache,,,,,,,
1121,,,,,,,,polyuria,,,,,,,,,malaise,red_spots_over_body,high_fever,dark_urine,loss_of_appetite,,,stomach_bleeding,,vomiting,congestion,high_fever,,,,abnormal_menstruation,restlessness,nausea,,,,,,,
1122,,,,,,,,fatigue,,,,,,,,,red_spots_over_body,skin_rash,headache,nausea,abdominal_pain,,,joint_pain,,fatigue,chest_pain,breathlessness,,,,fatigue,sweating,blurred_and_distorted_vision,,,,,,,
1123,,,,,,,,weight_loss,,,,,,,,,itching,chills,nausea,loss_of_appetite,yellow_urine,,,vomiting,,weight_loss,loss_of_smell,sweating,,,,weight_gain,diarrhoea,excessive_hunger,,,,,,,
1124,,,,,,,,restlessness,,,,,,,,,skin_rash,joint_pain,constipation,abdominal_pain,yellowing_of_eyes,,,fatigue,,cough,muscle_pain,malaise,,,,cold_hands_and_feets,fast_heart_rate,drying_and_tingling_lips,,,,,,,
1125,,,,,,,,lethargy,,,,,,,,,fatigue,vomiting,abdominal_pain,diarrhoea,malaise,,,high_fever,,high_fever,continuous_sneezing,phlegm,,,,mood_swings,excessive_hunger,slurred_speech,,,,,,,
1126,,,,,,,,irregular_sugar_level,,,,,,,,,lethargy,fatigue,diarrhoea,mild_fever,receiving_blood_transfusion,,,yellowish_skin,,breathlessness,chills,chest_pain,,,,lethargy,muscle_weakness,irritability,,,,,,,
1127,,,,,,,,blurred_and_distorted_vision,,,,,,,,,high_fever,high_fever,toxic_look_(typhos),yellowing_of_eyes,receiving_unsterile_injections,,,dark_urine,,sweating,fatigue,fast_heart_rate,,,,dizziness,irritability,palpitations,,,,,,,
1128,,,,,,,,obesity,,,,,,,,,headache,headache,belly_pain,muscle_pain,itching,,,nausea,,loss_of_appetite,cough,rusty_sputum,,,,puffy_face_and_eyes,abnormal_menstruation,vomiting,,,,,,,
1129,,,,,,,,excessive_hunger,,,,,,,,,loss_of_appetite,nausea,chills,joint_pain,fatigue,,,loss_of_appetite,,mild_fever,high_fever,chills,,,,enlarged_thyroid,fatigue,fatigue,,,,,,,
1130,,,,,,,,increased_appetite,,,,,,,,,mild_fever,loss_of_appetite,vomiting,vomiting,lethargy,,,abdominal_pain,,yellowing_of_eyes,headache,fatigue,,,,brittle_nails,mood_swings,anxiety,,,,,,,
1131,,,,,,,,polyuria,,,,,,,,,swelled_lymph_nodes,pain_behind_the_eyes,fatigue,yellowish_skin,yellowish_skin,,,yellowing_of_eyes,,swelled_lymph_nodes,swelled_lymph_nodes,cough,,,,swollen_extremeties,weight_loss,sweating,,,,,,,
1132,,,,,,,,fatigue,,,,,,,,,malaise,back_pain,high_fever,dark_urine,dark_urine,,,acute_liver_failure,,malaise,malaise,high_fever,,,,depression,restlessness,headache,,,,,,,
1133,,,,,,,,weight_loss,,,,,,,,,red_spots_over_body,malaise,headache,nausea,loss_of_appetite,,,coma,,phlegm,phlegm,breathlessness,,,,irritability,sweating,nausea,,,,,,,
1134,,,,,,,,restlessness,,,,,,,,,itching,muscle_pain,nausea,loss_of_appetite,abdominal_pain,,,stomach_bleeding,,chest_pain,throat_irritation,sweating,,,,abnormal_menstruation,diarrhoea,blurred_and_distorted_vision,,,,,,,
1135,,,,,,,,lethargy,,,,,,,,,skin_rash,red_spots_over_body,constipation,abdominal_pain,yellow_urine,,,joint_pain,,blood_in_sputum,redness_of_eyes,malaise,,,,fatigue,fast_heart_rate,excessive_hunger,,,,,,,
1136,,,,,,,,irregular_sugar_level,,,,,,,,,fatigue,skin_rash,abdominal_pain,diarrhoea,yellowing_of_eyes,,,vomiting,,chills,sinus_pressure,phlegm,,,,weight_gain,excessive_hunger,drying_and_tingling_lips,,,,,,,
1137,,,,,,,,blurred_and_distorted_vision,,,,,,,,,lethargy,chills,diarrhoea,mild_fever,malaise,,,fatigue,,vomiting,runny_nose,chest_pain,,,,cold_hands_and_feets,muscle_weakness,slurred_speech,,,,,,,
1138,,,,,,,,obesity,,,,,,,,,high_fever,joint_pain,toxic_look_(typhos),yellowing_of_eyes,receiving_blood_transfusion,,,high_fever,,fatigue,congestion,fast_heart_rate,,,,mood_swings,irritability,irritability,,,,,,,
1139,,,,,,,,excessive_hunger,,,,,,,,,headache,vomiting,belly_pain,muscle_pain,receiving_unsterile_injections,,,yellowish_skin,,weight_loss,chest_pain,rusty_sputum,,,,lethargy,abnormal_menstruation,palpitations,,,,,,,
1140,,,,,,,,increased_appetite,,,,,,,,,loss_of_appetite,fatigue,chills,joint_pain,itching,,,dark_urine,,cough,loss_of_smell,chills,,,,dizziness,fatigue,vomiting,,,,,,,
1141,,,,,,,,polyuria,,,,,,,,,mild_fever,high_fever,vomiting,vomiting,fatigue,,,nausea,,high_fever,muscle_pain,fatigue,,,,puffy_face_and_eyes,mood_swings,fatigue,,,,,,,
1142,,,,,,,,fatigue,,,,,,,,,swelled_lymph_nodes,headache,fatigue,yellowish_skin,lethargy,,,loss_of_appetite,,breathlessness,continuous_sneezing,cough,,,,enlarged_thyroid,weight_loss,anxiety,,,,,,,
1143,,,,,,,,weight_loss,,,,,,,,,malaise,nausea,high_fever,dark_urine,yellowish_skin,,,abdominal_pain,,sweating,chills,high_fever,,,,brittle_nails,restlessness,sweating,,,,,,,
1144,,,,,,,,restlessness,,,,,,,,,red_spots_over_body,loss_of_appetite,headache,nausea,dark_urine,,,yellowing_of_eyes,,loss_of_appetite,fatigue,breathlessness,,,,swollen_extremeties,sweating,headache,,,,,,,
1145,,,,,,,,lethargy,,,,,,,,,itching,pain_behind_the_eyes,nausea,loss_of_appetite,loss_of_appetite,,,acute_liver_failure,,mild_fever,cough,sweating,,,,depression,diarrhoea,nausea,,,,,,,
1146,,,,,,,,irregular_sugar_level,,,,,,,,,skin_rash,back_pain,constipation,abdominal_pain,abdominal_pain,,,coma,,yellowing_of_eyes,high_fever,malaise,,,,irritability,fast_heart_rate,blurred_and_distorted_vision,,,,,,,
1147,,,,,,,,blurred_and_distorted_vision,,,,,,,,,fatigue,malaise,abdominal_pain,diarrhoea,yellow_urine,,,stomach_bleeding,,swelled_lymph_nodes,headache,phlegm,,,,abnormal_menstruation,excessive_hunger,excessive_hunger,,,,,,,
1148,,,,,,,,obesity,,,,,,,,,lethargy,muscle_pain,diarrhoea,mild_fever,yellowing_of_eyes,,,joint_pain,,malaise,swelled_lymph_nodes,chest_pain,,,,fatigue,muscle_weakness,drying_and_tingling_lips,,,,,,,
1149,,,,,,,,excessive_hunger,,,,,,,,,high_fever,red_spots_over_body,toxic_look_(typhos),yellowing_of_eyes,malaise,,,vomiting,,phlegm,malaise,fast_heart_rate,,,,weight_gain,irritability,slurred_speech,,,,,,,
1150,,,,,,,,increased_appetite,,,,,,,,,headache,skin_rash,belly_pain,muscle_pain,receiving_blood_transfusion,,,fatigue,,chest_pain,phlegm,rusty_sputum,,,,cold_hands_and_feets,abnormal_menstruation,irritability,,,,,,,
1151,,,,,,,,polyuria,,,,,,,,,loss_of_appetite,chills,chills,joint_pain,receiving_unsterile_injections,,,high_fever,,blood_in_sputum,throat_irritation,chills,,,,mood_swings,fatigue,palpitations,,,,,,,
1152,,,,,,,,,,,,,,,,,mild_fever,joint_pain,vomiting,vomiting,itching,,,yellowish_skin,,chills,redness_of_eyes,fatigue,,,,lethargy,mood_swings,vomiting,,,,,,,
1153,,,,,,,,,,,,,,,,,swelled_lymph_nodes,vomiting,fatigue,yellowish_skin,fatigue,,,dark_urine,,vomiting,sinus_pressure,cough,,,,dizziness,weight_loss,fatigue,,,,,,,
1154,,,,,,,,,,,,,,,,,malaise,fatigue,high_fever,dark_urine,lethargy,,,nausea,,fatigue,runny_nose,high_fever,,,,puffy_face_and_eyes,restlessness,anxiety,,,,,,,
1155,,,,,,,,,,,,,,,,,red_spots_over_body,high_fever,headache,nausea,yellowish_skin,,,loss_of_appetite,,weight_loss,congestion,breathlessness,,,,enlarged_thyroid,sweating,sweating,,,,,,,
1156,,,,,,,,,,,,,,,,,itching,headache,nausea,loss_of_appetite,dark_urine,,,abdominal_pain,,cough,chest_pain,sweating,,,,brittle_nails,diarrhoea,headache,,,,,,,
1157,,,,,,,,,,,,,,,,,skin_rash,nausea,constipation,abdominal_pain,loss_of_appetite,,,yellowing_of_eyes,,high_fever,loss_of_smell,malaise,,,,swollen_extremeties,fast_heart_rate,nausea,,,,,,,
1158,,,,,,,,,,,,,,,,,fatigue,loss_of_appetite,abdominal_pain,diarrhoea,abdominal_pain,,,acute_liver_failure,,breathlessness,muscle_pain,phlegm,,,,depression,excessive_hunger,blurred_and_distorted_vision,,,,,,,
1159,,,,,,,,,,,,,,,,,lethargy,pain_behind_the_eyes,diarrhoea,mild_fever,yellow_urine,,,coma,,sweating,continuous_sneezing,chest_pain,,,,irritability,muscle_weakness,excessive_hunger,,,,,,,
1160,,,,,,,,,,,,,,,,,high_fever,back_pain,toxic_look_(typhos),yellowing_of_eyes,yellowing_of_eyes,,,stomach_bleeding,,loss_of_appetite,chills,fast_heart_rate,,,,abnormal_menstruation,irritability,drying_and_tingling_lips,,,,,,,
1161,,,,,,,,,,,,,,,,,headache,malaise,belly_pain,muscle_pain,malaise,,,joint_pain,,mild_fever,fatigue,rusty_sputum,,,,fatigue,abnormal_menstruation,slurred_speech,,,,,,,
1162,,,,,,,,,,,,,,,,,loss_of_appetite,muscle_pain,chills,joint_pain,receiving_blood_transfusion,,,vomiting,,yellowing_of_eyes,cough,chills,,,,weight_gain,fatigue,irritability,,,,,,,
1163,,,,,,,,,,,,,,,,,mild_fever,red_spots_over_body,vomiting,vomiting,receiving_unsterile_injections,,,fatigue,,swelled_lymph_nodes,high_fever,fatigue,,,,cold_hands_and_feets,mood_swings,palpitations,,,,,,,
1164,,,,,,,,,,,,,,,,,swelled_lymph_nodes,skin_rash,fatigue,yellowish_skin,itching,,,high_fever,,malaise,headache,cough,,,,mood_swings,weight_loss,vomiting,,,,,,,
1165,,,,,,,,,,,,,,,,,malaise,chills,high_fever,dark_urine,fatigue,,,yellowish_skin,,phlegm,swelled_lymph_nodes,high_fever,,,,lethargy,restlessness,fatigue,,,,,,,
1166,,,,,,,,,,,,,,,,,red_spots_over_body,joint_pain,headache,nausea,lethargy,,,dark_urine,,chest_pain,malaise,breathlessness,,,,dizziness,sweating,anxiety,,,,,,,
1167,,,,,,,,,,,,,,,,,itching,vomiting,nausea,loss_of_appetite,yellowish_skin,,,nausea,,blood_in_sputum,phlegm,sweating,,,,puffy_face_and_eyes,diarrhoea,sweating,,,,,,,
1168,,,,,,,,,,,,,,,,,skin_rash,fatigue,constipation,abdominal_pain,dark_urine,,,loss_of_appetite,,chills,throat_irritation,malaise,,,,enlarged_thyroid,fast_heart_rate,headache,,,,,,,
1169,,,,,,,,,,,,,,,,,fatigue,high_fever,abdominal_pain,diarrhoea,loss_of_appetite,,,abdominal_pain,,vomiting,redness_of_eyes,phlegm,,,,brittle_nails,excessive_hunger,nausea,,,,,,,
1170,,,,,,,,,,,,,,,,,lethargy,headache,diarrhoea,mild_fever,abdominal_pain,,,yellowing_of_eyes,,fatigue,sinus_pressure,chest_pain,,,,swollen_extremeties,muscle_weakness,blurred_and_distorted_vision,,,,,,,
1171,,,,,,,,,,,,,,,,,high_fever,nausea,toxic_look_(typhos),yellowing_of_eyes,yellow_urine,,,acute_liver_failure,,weight_loss,runny_nose,fast_heart_rate,,,,depression,irritability,excessive_hunger,,,,,,,
1172,,,,,,,,,,,,,,,,,headache,loss_of_appetite,belly_pain,muscle_pain,yellowing_of_eyes,,,coma,,cough,congestion,rusty_sputum,,,,irritability,abnormal_menstruation,drying_and_tingling_lips,,,,,,,
1173,,,,,,,,,,,,,,,,,loss_of_appetite,pain_behind_the_eyes,chills,joint_pain,malaise,,,stomach_bleeding,,high_fever,chest_pain,chills,,,,abnormal_menstruation,fatigue,slurred_speech,,,,,,,
1174,,,,,,,,,,,,,,,,,mild_fever,back_pain,vomiting,vomiting,receiving_blood_transfusion,,,joint_pain,,breathlessness,loss_of_smell,fatigue,,,,fatigue,mood_swings,irritability,,,,,,,
1175,,,,,,,,,,,,,,,,,swelled_lymph_nodes,malaise,fatigue,yellowish_skin,receiving_unsterile_injections,,,vomiting,,sweating,muscle_pain,cough,,,,weight_gain,weight_loss,palpitations,,,,,,,
1176,,,,,,,,,,,,,,,,,malaise,muscle_pain,high_fever,dark_urine,itching,,,fatigue,,loss_of_appetite,continuous_sneezing,high_fever,,,,cold_hands_and_feets,restlessness,vomiting,,,,,,,
1177,,,,,,,,,,,,,,,,,red_spots_over_body,red_spots_over_body,headache,nausea,fatigue,,,high_fever,,mild_fever,chills,breathlessness,,,,mood_swings,sweating,fatigue,,,,,,,
1178,,,,,,,,,,,,,,,,,itching,skin_rash,nausea,loss_of_appetite,lethargy,,,yellowish_skin,,yellowing_of_eyes,fatigue,sweating,,,,lethargy,diarrhoea,anxiety,,,,,,,
1179,,,,,,,,,,,,,,,,,skin_rash,chills,constipation,abdominal_pain,yellowish_skin,,,dark_urine,,swelled_lymph_nodes,cough,malaise,,,,dizziness,fast_heart_rate,sweating,,,,,,,
1180,,,,,,,,,,,,,,,,,fatigue,joint_pain,abdominal_pain,diarrhoea,dark_urine,,,nausea,,malaise,high_fever,phlegm,,,,puffy_face_and_eyes,excessive_hunger,headache,,,,,,,
1181,,,,,,,,,,,,,,,,,lethargy,vomiting,diarrhoea,mild_fever,loss_of_appetite,,,loss_of_appetite,,phlegm,headache,chest_pain,,,,enlarged_thyroid,muscle_weakness,nausea,,,,,,,
1182,,,,,,,,,,,,,,,,,high_fever,fatigue,toxic_look_(typhos),yellowing_of_eyes,abdominal_pain,,,abdominal_pain,,chest_pain,swelled_lymph_nodes,fast_heart_rate,,,,brittle_nails,irritability,blurred_and_distorted_vision,,,,,,,
1183,,,,,,,,,,,,,,,,,headache,high_fever,belly_pain,muscle_pain,yellow_urine,,,yellowing_of_eyes,,blood_in_sputum,malaise,rusty_sputum,,,,swollen_extremeties,abnormal_menstruation,excessive_hunger,,,,,,,
1184,,,,,,,,,,,,,,,,,loss_of_appetite,headache,chills,joint_pain,yellowing_of_eyes,,,acute_liver_failure,,chills,phlegm,chills,,,,depression,fatigue,drying_and_tingling_lips,,,,,,,
1185,,,,,,,,,,,,,,,,,mild_fever,nausea,vomiting,vomiting,malaise,,,coma,,vomiting,throat_irritation,fatigue,,,,irritability,mood_swings,slurred_speech,,,,,,,
1186,,,,,,,,,,,,,,,,,swelled_lymph_nodes,loss_of_appetite,fatigue,yellowish_skin,receiving_blood_transfusion,,,stomach_bleeding,,fatigue,redness_of_eyes,cough,,,,abnormal_menstruation,weight_loss,irritability,,,,,,,
1187,,,,,,,,,,,,,,,,,malaise,pain_behind_the_eyes,high_fever,dark_urine,receiving_unsterile_injections,,,joint_pain,,weight_loss,sinus_pressure,high_fever,,,,fatigue,restlessness,palpitations,,,,,,,
1188,,,,,,,,,,,,,,,,,red_spots_over_body,back_pain,headache,nausea,itching,,,vomiting,,cough,runny_nose,breathlessness,,,,weight_gain,sweating,vomiting,,,,,,,
1189,,,,,,,,,,,,,,,,,itching,malaise,nausea,loss_of_appetite,fatigue,,,fatigue,,high_fever,congestion,sweating,,,,cold_hands_and_feets,diarrhoea,fatigue,,,,,,,
1190,,,,,,,,,,,,,,,,,skin_rash,muscle_pain,constipation,abdominal_pain,lethargy,,,high_fever,,breathlessness,chest_pain,malaise,,,,mood_swings,fast_heart_rate,anxiety,,,,,,,
1191,,,,,,,,,,,,,,,,,fatigue,red_spots_over_body,abdominal_pain,diarrhoea,yellowish_skin,,,yellowish_skin,,sweating,loss_of_smell,phlegm,,,,lethargy,excessive_hunger,sweating,,,,,,,
1192,,,,,,,,,,,,,,,,,lethargy,skin_rash,diarrhoea,mild_fever,dark_urine,,,dark_urine,,loss_of_appetite,muscle_pain,chest_pain,,,,dizziness,muscle_weakness,headache,,,,,,,
1193,,,,,,,,,,,,,,,,,high_fever,chills,toxic_look_(typhos),yellowing_of_eyes,loss_of_appetite,,,nausea,,mild_fever,continuous_sneezing,fast_heart_rate,,,,puffy_face_and_eyes,irritability,nausea,,,,,,,
1194,,,,,,,,,,,,,,,,,headache,joint_pain,belly_pain,muscle_pain,abdominal_pain,,,loss_of_appetite,,yellowing_of_eyes,chills,rusty_sputum,,,,enlarged_thyroid,abnormal_menstruation,blurred_and_distorted_vision,,,,,,,
1195,,,,,,,,,,,,,,,,,loss_of_appetite,vomiting,chills,joint_pain,yellow_urine,,,abdominal_pain,,swelled_lymph_nodes,fatigue,chills,,,,brittle_nails,fatigue,excessive_hunger,,,,,,,
1196,,,,,,,,,,,,,,,,,mild_fever,fatigue,vomiting,vomiting,yellowing_of_eyes,,,yellowing_of_eyes,,malaise,cough,fatigue,,,,swollen_extremeties,mood_swings,drying_and_tingling_lips,,,,,,,
1197,,,,,,,,,,,,,,,,,swelled_lymph_nodes,high_fever,fatigue,yellowish_skin,malaise,,,acute_liver_failure,,phlegm,high_fever,cough,,,,depression,weight_loss,slurred_speech,,,,,,,
1198,,,,,,,,,,,,,,,,,malaise,headache,high_fever,dark_urine,receiving_blood_transfusion,,,coma,,chest_pain,headache,high_fever,,,,irritability,restlessness,irritability,,,,,,,
1199,,,,,,,,,,,,,,,,,red_spots_over_body,nausea,headache,nausea,receiving_unsterile_injections,,,stomach_bleeding,,blood_in_sputum,swelled_lymph_nodes,breathlessness,,,,abnormal_menstruation,sweating,palpitations,,,,,,,
1200,,,,,,,,,,,,,,,,,itching,loss_of_appetite,nausea,loss_of_appetite,itching,,,joint_pain,,chills,malaise,sweating,,,,fatigue,diarrhoea,vomiting,,,,,,,
1201,,,,,,,,,,,,,,,,,skin_rash,pain_behind_the_eyes,constipation,abdominal_pain,fatigue,,,vomiting,,vomiting,phlegm,malaise,,,,weight_gain,fast_heart_rate,fatigue,,,,,,,
1202,,,,,,,,,,,,,,,,,fatigue,back_pain,abdominal_pain,diarrhoea,lethargy,,,fatigue,,fatigue,throat_irritation,phlegm,,,,cold_hands_and_feets,excessive_hunger,anxiety,,,,,,,
1203,,,,,,,,,,,,,,,,,lethargy,malaise,diarrhoea,mild_fever,yellowish_skin,,,high_fever,,weight_loss,redness_of_eyes,chest_pain,,,,mood_swings,muscle_weakness,sweating,,,,,,,
1204,,,,,,,,,,,,,,,,,high_fever,muscle_pain,toxic_look_(typhos),yellowing_of_eyes,dark_urine,,,yellowish_skin,,cough,sinus_pressure,fast_heart_rate,,,,lethargy,irritability,headache,,,,,,,
1205,,,,,,,,,,,,,,,,,headache,red_spots_over_body,belly_pain,muscle_pain,loss_of_appetite,,,dark_urine,,high_fever,runny_nose,rusty_sputum,,,,dizziness,abnormal_menstruation,nausea,,,,,,,
1206,,,,,,,,,,,,,,,,,loss_of_appetite,skin_rash,chills,joint_pain,abdominal_pain,,,nausea,,breathlessness,congestion,chills,,,,puffy_face_and_eyes,fatigue,blurred_and_distorted_vision,,,,,,,
1207,,,,,,,,,,,,,,,,,mild_fever,chills,vomiting,vomiting,yellow_urine,,,loss_of_appetite,,sweating,chest_pain,fatigue,,,,enlarged_thyroid,mood_swings,excessive_hunger,,,,,,,
1208,,,,,,,,,,,,,,,,,swelled_lymph_nodes,joint_pain,fatigue,yellowish_skin,yellowing_of_eyes,,,abdominal_pain,,loss_of_appetite,loss_of_smell,cough,,,,brittle_nails,weight_loss,drying_and_tingling_lips,,,,,,,
1209,,,,,,,,,,,,,,,,,malaise,vomiting,high_fever,dark_urine,malaise,,,yellowing_of_eyes,,mild_fever,muscle_pain,high_fever,,,,swollen_extremeties,restlessness,slurred_speech,,,,,,,
1210,,,,,,,,,,,,,,,,,red_spots_over_body,fatigue,headache,nausea,receiving_blood_transfusion,,,acute_liver_failure,,yellowing_of_eyes,continuous_sneezing,breathlessness,,,,depression,sweating,irritability,,,,,,,
1211,,,,,,,,,,,,,,,,,itching,high_fever,nausea,loss_of_appetite,receiving_unsterile_injections,,,coma,,swelled_lymph_nodes,chills,sweating,,,,irritability,diarrhoea,palpitations,,,,,,,
1212,,,,,,,,,,,,,,,,,skin_rash,headache,constipation,abdominal_pain,itching,,,stomach_bleeding,,malaise,fatigue,malaise,,,,abnormal_menstruation,fast_heart_rate,vomiting,,,,,,,
1213,,,,,,,,,,,,,,,,,fatigue,nausea,abdominal_pain,diarrhoea,fatigue,,,joint_pain,,phlegm,cough,phlegm,,,,fatigue,excessive_hunger,fatigue,,,,,,,
1214,,,,,,,,,,,,,,,,,lethargy,loss_of_appetite,diarrhoea,mild_fever,lethargy,,,vomiting,,chest_pain,high_fever,chest_pain,,,,weight_gain,muscle_weakness,anxiety,,,,,,,
1215,,,,,,,,,,,,,,,,,high_fever,pain_behind_the_eyes,toxic_look_(typhos),yellowing_of_eyes,yellowish_skin,,,fatigue,,blood_in_sputum,headache,fast_heart_rate,,,,cold_hands_and_feets,irritability,sweating,,,,,,,
1216,,,,,,,,,,,,,,,,,headache,back_pain,belly_pain,muscle_pain,dark_urine,,,high_fever,,chills,swelled_lymph_nodes,rusty_sputum,,,,mood_swings,abnormal_menstruation,headache,,,,,,,
1217,,,,,,,,,,,,,,,,,loss_of_appetite,malaise,chills,joint_pain,loss_of_appetite,,,yellowish_skin,,vomiting,malaise,chills,,,,lethargy,fatigue,nausea,,,,,,,
1218,,,,,,,,,,,,,,,,,mild_fever,muscle_pain,vomiting,vomiting,abdominal_pain,,,dark_urine,,fatigue,phlegm,fatigue,,,,dizziness,mood_swings,blurred_and_distorted_vision,,,,,,,
1219,,,,,,,,,,,,,,,,,swelled_lymph_nodes,red_spots_over_body,fatigue,yellowish_skin,yellow_urine,,,nausea,,weight_loss,throat_irritation,cough,,,,puffy_face_and_eyes,weight_loss,excessive_hunger,,,,,,,
1220,,,,,,,,,,,,,,,,,malaise,skin_rash,high_fever,dark_urine,yellowing_of_eyes,,,loss_of_appetite,,cough,redness_of_eyes,high_fever,,,,enlarged_thyroid,restlessness,drying_and_tingling_lips,,,,,,,
1221,,,,,,,,,,,,,,,,,red_spots_over_body,chills,headache,nausea,malaise,,,abdominal_pain,,high_fever,sinus_pressure,breathlessness,,,,brittle_nails,sweating,slurred_speech,,,,,,,
1222,,,,,,,,,,,,,,,,,itching,joint_pain,nausea,loss_of_appetite,receiving_blood_transfusion,,,yellowing_of_eyes,,breathlessness,runny_nose,sweating,,,,swollen_extremeties,diarrhoea,irritability,,,,,,,
1223,,,,,,,,,,,,,,,,,skin_rash,vomiting,constipation,abdominal_pain,receiving_unsterile_injections,,,acute_liver_failure,,sweating,congestion,malaise,,,,depression,fast_heart_rate,palpitations,,,,,,,
1224,,,,,,,,,,,,,,,,,fatigue,fatigue,abdominal_pain,diarrhoea,itching,,,coma,,loss_of_appetite,chest_pain,phlegm,,,,irritability,excessive_hunger,vomiting,,,,,,,
1225,,,,,,,,,,,,,,,,,lethargy,high_fever,diarrhoea,mild_fever,fatigue,,,stomach_bleeding,,mild_fever,loss_of_smell,chest_pain,,,,abnormal_menstruation,muscle_weakness,fatigue,,,,,,,
1226,,,,,,,,,,,,,,,,,high_fever,headache,toxic_look_(typhos),yellowing_of_eyes,lethargy,,,joint_pain,,yellowing_of_eyes,muscle_pain,fast_heart_rate,,,,fatigue,irritability,anxiety,,,,,,,
1227,,,,,,,,,,,,,,,,,headache,nausea,belly_pain,muscle_pain,yellowish_skin,,,vomiting,,swelled_lymph_nodes,continuous_sneezing,rusty_sputum,,,,weight_gain,abnormal_menstruation,sweating,,,,,,,
1228,,,,,,,,,,,,,,,,,loss_of_appetite,loss_of_appetite,chills,joint_pain,dark_urine,,,fatigue,,malaise,chills,chills,,,,cold_hands_and_feets,fatigue,headache,,,,,,,
1229,,,,,,,,,,,,,,,,,mild_fever,pain_behind_the_eyes,vomiting,vomiting,loss_of_appetite,,,high_fever,,phlegm,fatigue,fatigue,,,,mood_swings,mood_swings,nausea,,,,,,,
1230,,,,,,,,,,,,,,,,,swelled_lymph_nodes,back_pain,fatigue,yellowish_skin,abdominal_pain,,,yellowish_skin,,chest_pain,cough,cough,,,,lethargy,weight_loss,blurred_and_distorted_vision,,,,,,,
